index,uri,danceability,acousticness,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood,mood_string
512,spotify:track:7e9e6hczmTaB9bYrTJMcHe,0.527,0.964,0.119,0.939,5,0.112,-20.082,1,0.0439,150.673,4,0.264,1,calm
513,spotify:track:7u21y9GiZwaBvqtOeNqh3t,0.382,0.995,0.0263,0.93,5,0.0978,-27.365,0,0.0553,66.746,4,0.188,1,calm
514,spotify:track:2kZE1qLeDb95vwdM22ujwi,0.45,0.992,0.0601,0.936,2,0.0926,-18.297,0,0.051,133.656,4,0.0769,1,calm
515,spotify:track:7c0WjlwW6lovElw7y2n3MN,0.332,0.981,0.0521,0.935,5,0.0963,-23.033,1,0.0497,67.03,3,0.0389,1,calm
516,spotify:track:0gpYsy87RgVMYGzFA3Va6Q,0.264,0.993,0.0721,0.937,2,0.107,-24.86,0,0.0378,181.982,3,0.254,1,calm
517,spotify:track:3DgjObIndXAIIsTM4YdroG,0.549,0.995,0.0315,0.969,7,0.119,-21.724,1,0.0551,133.058,4,0.178,1,calm
518,spotify:track:4qsQlYS060DvsApA2fSfS3,0.462,0.991,0.00538,0.881,6,0.085,-28.639,1,0.041,78.162,4,0.068,1,calm
519,spotify:track:4F65GPn78BrRvP638wEQZP,0.376,0.981,0.109,0.901,2,0.104,-24.201,1,0.0422,68.307,4,0.285,1,calm
520,spotify:track:4wfkvCZyRPivyVpmHm1S8Y,0.288,0.993,0.118,0.918,8,0.354,-25.485,1,0.0476,63.919,4,0.0658,1,calm
521,spotify:track:0PwlcbCorgDG9SKTtWYcj2,0.53,0.914,0.148,0.92,0,0.299,-11.652,0,0.0281,95.892,4,0.333,1,calm
522,spotify:track:0lsLzAlUJpwl9CxRLOQnRS,0.537,0.992,0.121,0.945,7,0.134,-18.287,0,0.0413,66.907,4,0.221,1,calm
523,spotify:track:0qii8PVr6wKDNVbRM1ak1E,0.706,0.843,0.0548,0.906,2,0.0814,-24.024,1,0.0474,116.311,3,0.186,1,calm
524,spotify:track:0NKuhm0y8jj57jlR2tpbm1,0.39,0.937,0.0412,0.922,10,0.0859,-19.909,1,0.0334,92.134,3,0.206,1,calm
525,spotify:track:3ilMz69okJyTAY82LklywC,0.418,0.993,0.0471,0.958,3,0.116,-18.3,1,0.0673,172.565,3,0.333,1,calm
526,spotify:track:1h6f4tjOYIGKZ3dVs1DBcs,0.465,0.992,0.0143,0.913,1,0.117,-26.189,1,0.0417,63.097,4,0.0367,1,calm
527,spotify:track:5YZpHsggUWJwLirje3LvqH,0.385,0.993,0.0145,0.945,10,0.105,-30.373,0,0.0415,85.368,3,0.139,1,calm
528,spotify:track:6bljJYcRtxqKfo2k5Stnyh,0.478,0.982,0.104,0.933,9,0.243,-19.375,1,0.0492,69.75,3,0.164,1,calm
529,spotify:track:7iPW9WVodDQHwmKvPCzT5r,0.49,0.996,0.0143,0.905,3,0.109,-20.678,1,0.0367,60.552,4,0.324,1,calm
530,spotify:track:5CudVJCJ7iOfk6YGyqFZt6,0.544,0.952,0.0798,0.00667,8,0.364,-17.464,1,0.0475,114.891,4,0.296,1,calm
531,spotify:track:45KFIbVRCAfxYzOogbaRPx,0.655,0.969,0.121,0.932,9,0.314,-16.842,1,0.0365,88.724,3,0.331,1,calm
532,spotify:track:2rro7SoKEWIrhUl1xcXOIT,0.49,0.994,0.04,0.96,5,0.132,-24.551,1,0.0545,126.591,4,0.109,1,calm
533,spotify:track:10RuHxKum9NEanMnjISzNF,0.413,0.993,0.0129,0.937,8,0.119,-26.692,1,0.0423,69.588,4,0.0468,1,calm
534,spotify:track:1GZ4oFxMgyS4XOh3PxSOsF,0.228,0.993,0.0507,0.923,10,0.0892,-25.068,0,0.0357,170.427,4,0.0358,1,calm
535,spotify:track:1cWSA0pSyjlsxDaqSEyEJj,0.901,0.885,0.201,0.823,2,0.101,-21.797,1,0.0665,129.979,4,0.804,1,calm
536,spotify:track:3xKchgf19FmMrNNxC0SpT1,0.47,0.961,0.0408,0.958,5,0.112,-23.719,0,0.0364,51.434,4,0.193,1,calm
537,spotify:track:1AlVEuRHDTK0ozcFrgF6mf,0.44,0.995,0.0578,0.966,0,0.0855,-22.867,1,0.0511,69.898,3,0.108,1,calm
538,spotify:track:2RJQsdpr5CzWzRA8mYx1ur,0.444,0.99,0.0369,0.925,2,0.154,-22.424,0,0.0898,82.353,3,0.0824,1,calm
539,spotify:track:2hUAfj2fIyCNFrgOPfKTMH,0.417,0.995,0.0771,0.945,8,0.148,-21.6,1,0.0707,176.433,3,0.154,1,calm
540,spotify:track:1QQ0q3UYNHH09MACaU6XZX,0.507,0.995,0.0155,0.88,0,0.0947,-25.801,1,0.0435,100.652,4,0.274,1,calm
541,spotify:track:59qHsSncWfBdugXAp2E5AH,0.347,0.962,0.0183,0.933,3,0.104,-27.986,1,0.0428,71.763,3,0.0731,1,calm
542,spotify:track:2jbsvklNUjADVADcaedWDW,0.524,0.936,0.126,0.965,8,0.107,-20.4,1,0.04,123.791,4,0.123,1,calm
543,spotify:track:0LZ678lgdb9f0ab8AyZBHH,0.542,0.988,0.101,0.944,0,0.0936,-17.675,1,0.0457,73.782,4,0.44,1,calm
544,spotify:track:0bAtkqBlQwiqGGJ9AwQ6bH,0.527,0.993,0.0353,0.95,8,0.109,-24.06,1,0.0512,136.889,3,0.0374,1,calm
545,spotify:track:3ChiMcbwCPbw5hamXMt9CH,0.439,0.995,0.0107,0.922,2,0.114,-31.809,0,0.0431,131.484,4,0.144,1,calm
546,spotify:track:2xEVhZew6VihAm4buanz2P,0.433,0.995,0.00824,0.886,10,0.0742,-29.236,1,0.0516,62.597,4,0.0807,1,calm
547,spotify:track:0p8gAcPkDYgzcZZwAou12B,0.199,0.756,0.138,0.7,2,0.0904,-17.578,1,0.0373,168.644,3,0.214,1,calm
548,spotify:track:2VsKgS4OlZ7DvfRUqDGFhg,0.449,0.989,0.0354,0.944,8,0.123,-23.183,1,0.048,54.558,4,0.095,1,calm
549,spotify:track:6OwI7O8ZbJgbZtWxxtZrhc,0.438,0.963,0.298,0.18,0,0.292,-7.496,1,0.034,98.444,4,0.25,1,calm
550,spotify:track:2Q4gLzj2U3aE4uPzdWJlEd,0.598,0.991,0.0745,0.918,4,0.0927,-21.701,0,0.0354,102.696,3,0.0992,1,calm
551,spotify:track:2D0MHlqDa6DyUSACPNotOq,0.433,0.995,0.0206,0.963,10,0.129,-25.006,1,0.0613,67.633,4,0.135,1,calm
552,spotify:track:5v7n03KxoeqqUDsQSB6571,0.525,0.71,0.0259,0.0137,0,0.0688,-25.932,1,0.0313,92.785,4,0.242,1,calm
553,spotify:track:3YIGwxuPgjiJNWwlfd1rqQ,0.553,0.971,0.172,0.916,3,0.115,-19.209,1,0.0305,111.668,4,0.263,1,calm
554,spotify:track:5me0wIvIXVH8xfY2LvnjZk,0.44,0.985,0.0303,0.908,0,0.109,-23.962,1,0.0436,70.652,3,0.194,1,calm
555,spotify:track:1s9mbaEHeW8C3K9A2kVFkd,0.483,0.961,0.129,0.963,3,0.119,-15.107,1,0.0442,93.056,4,0.135,1,calm
556,spotify:track:0TMXR7F5ZkVVtnvd1zB0WK,0.404,0.968,0.154,0.86,0,0.101,-17.828,1,0.0617,67.567,3,0.659,1,calm
557,spotify:track:5ZbBsaHxh8MU3aC77d6GdT,0.378,0.98,0.191,0.909,0,0.107,-17.401,1,0.0357,86.421,4,0.209,1,calm
558,spotify:track:17zZCnv0x5pJJzCOEBEdNn,0.654,0.994,0.0103,0.971,7,0.0828,-23.528,1,0.0945,72.245,3,0.263,1,calm
559,spotify:track:0PjTLWBueZwMxxEnGl9WAc,0.385,0.995,0.0111,0.94,1,0.11,-27.264,1,0.0414,66.134,4,0.22,1,calm
560,spotify:track:7yaqL5rw8RAA7bHpsQ4xQH,0.268,0.864,0.164,0.148,2,0.175,-15.332,1,0.0339,78.779,4,0.181,1,calm
561,spotify:track:2CkjdiLKC2C3W2jOOZGhDs,0.23,0.919,0.208,0.0534,0,0.182,-14.014,1,0.0362,78.658,4,0.193,1,calm
562,spotify:track:6g4Xfvr60yeLGFA7devFv0,0.286,0.673,0.19,0.00678,2,0.136,-14.03,1,0.0322,81.796,4,0.218,1,calm
563,spotify:track:2e2ZVECybtNMQQIA7GZxYd,0.416,0.809,0.24,0.0725,6,0.105,-16.194,0,0.0404,114.914,4,0.198,1,calm
564,spotify:track:2t97WynIBYQgeQdTW0uTJt,0.265,0.894,0.276,0.000337,2,0.501,-9.809,1,0.0291,77.823,4,0.207,1,calm
565,spotify:track:6HBQWK30Sb4KUo6hV1XZ1a,0.273,0.991,0.265,0.613,1,0.0893,-11.569,1,0.043,82.007,1,0.134,1,calm
566,spotify:track:2FkvT8d9WZwxRmGr7FGk8r,0.216,0.985,0.208,0.251,2,0.284,-11.827,1,0.0383,64.916,4,0.232,1,calm
567,spotify:track:61WbHTh48QfemiviB6HIRK,0.229,0.992,0.263,0.54,5,0.268,-10.472,0,0.0393,83.048,1,0.155,1,calm
568,spotify:track:7tjV1MQ2wu7TSe2YBonnM6,0.282,0.99,0.315,0.0614,5,0.196,-9.53,1,0.0326,79.065,3,0.104,1,calm
569,spotify:track:0UM05m5KxQ6hy8Aek2AYPu,0.372,0.985,0.183,0.28,2,0.345,-9.727,1,0.0412,113.88,4,0.313,1,calm
570,spotify:track:3FqZNybmdwImvjY6BpZNPM,0.238,0.991,0.348,0.505,0,0.32,-9.997,1,0.0321,107.625,5,0.114,1,calm
571,spotify:track:4USlILTkjKxYWzfOLvYteF,0.318,0.982,0.268,0.0239,5,0.197,-9.775,0,0.0361,78.554,3,0.218,1,calm
572,spotify:track:59jw6YzdxtpKdTZSWp5EMB,0.231,0.98,0.221,7.63E-05,5,0.106,-11.245,1,0.034,87.351,4,0.207,1,calm
573,spotify:track:3ajPetTyBW4rNQIUmAHSXO,0.301,0.989,0.349,0.0597,2,0.395,-9.045,1,0.0341,119.574,3,0.149,1,calm
574,spotify:track:1XSFuH3vmf1BBzluDxeTsd,0.337,0.988,0.218,0.00309,3,0.144,-9.755,1,0.0409,67.143,5,0.155,1,calm
575,spotify:track:7qV7um6NG0oiPtnbSR7zVh,0.322,0.988,0.194,0.0417,2,0.136,-11.593,0,0.032,76.491,3,0.189,1,calm
576,spotify:track:3id0BKiohQMzYMSsD861rx,0.235,0.989,0.284,0.117,0,0.275,-10.385,1,0.0321,87.793,1,0.108,1,calm
577,spotify:track:2NYMd9weiSRB2QCQkkbs6F,0.333,0.955,0.252,0.000262,5,0.148,-12.462,0,0.0316,82.568,4,0.152,1,calm
578,spotify:track:70tQMDta1L8JJgYTxTKJhd,0.372,0.421,0.506,9.87E-06,3,0.131,-7.905,1,0.028,81.394,4,0.325,1,calm
579,spotify:track:4JDhEhfAyu6KnJTg6J10Jy,0.497,0.00651,0.598,0,4,0.103,-8.856,0,0.0276,81.37,4,0.347,1,calm
580,spotify:track:4bIb1rIGusgRlnUY5Eatch,0.378,0.88,0.233,0.0675,0,0.113,-10.569,1,0.028,90.317,4,0.0839,1,calm
581,spotify:track:12UhbyEN0Y2EJHhHoFIHAX,0.384,0.539,0.456,0.00176,7,0.14,-8.976,0,0.0261,134.136,3,0.257,1,calm
582,spotify:track:3Ij1CFjIj6j61m18dvJDqx,0.305,0.916,0.236,0.000182,6,0.141,-12.353,1,0.0326,79.074,4,0.137,1,calm
583,spotify:track:112rrB34jHIbZiZBd6zX3K,0.31,0.862,0.649,0.00012,5,0.291,-6.729,0,0.0383,166.417,4,0.705,1,calm
584,spotify:track:6Uso4kWoC2Vo0t6520Cee5,0.427,0.951,0.335,0.032,0,0.0982,-8.871,0,0.0323,142.947,4,0.5,1,calm
585,spotify:track:1tgTqqEXxPRxY54Kw5Iscr,0.254,0.965,0.253,5.33E-05,5,0.0838,-10.991,1,0.0318,81.666,4,0.102,1,calm
586,spotify:track:6x40UOZwTTVgwuF4Lj9gsp,0.42,0.33,0.534,0.00278,11,0.229,-7.513,1,0.0288,129.056,3,0.287,1,calm
587,spotify:track:3UpxjesJSJp93jYdd9GxJ4,0.44,0.708,0.276,1.61E-06,7,0.151,-10.425,0,0.026,88.365,4,0.255,1,calm
588,spotify:track:1kQit5Aa8OOQkw2Ubj2fXH,0.374,0.633,0.495,0,3,0.272,-7.203,0,0.0273,79.474,3,0.268,1,calm
589,spotify:track:6kiVLJll1yGaypjQHVMboT,0.687,0.795,0.422,0.000347,7,0.149,-10.59,1,0.0686,107.08,4,0.67,1,calm
590,spotify:track:0P5QJfDdRBREkiqdihd6YD,0.402,0.871,0.374,0.00178,0,0.0845,-6.774,1,0.0317,120.791,3,0.331,1,calm
591,spotify:track:1VwoOXXXBhqmKzooUcmdcz,0.166,0.95,0.408,0.0352,10,0.116,-8.271,1,0.0316,89.993,4,0.061,1,calm
592,spotify:track:4Vuegf7MFlYZ5h8WK973O3,0.604,0.993,0.0325,0.951,8,0.0956,-27.453,1,0.0629,71.169,4,0.195,1,calm
593,spotify:track:5ONtYsDkSd5W8sX3n9FfFD,0.273,0.995,0.0109,0.93,4,0.14,-31.95,1,0.0439,80.561,3,0.12,1,calm
594,spotify:track:3SOhl8UQ6vwMYptJ5AYuiH,0.51,0.996,0.00391,0.922,9,0.0803,-38.14,1,0.0527,87.589,4,0.137,1,calm
595,spotify:track:50VcpKQRyjIteWy2AAm02g,0.36,0.995,0.00908,0.895,11,0.0636,-32.095,1,0.0397,68.857,5,0.0586,1,calm
596,spotify:track:1L4NadMj3Jj7YgGaikyhfr,0.368,0.993,0.00363,0.922,1,0.137,-36.759,1,0.035,69.363,3,0.085,1,calm
597,spotify:track:0cJx212jbecobvnwBlIlfI,0.484,0.994,0.0025,0.923,1,0.0814,-30.073,1,0.0737,98.668,5,0.0885,1,calm
598,spotify:track:7dYeQfc94pHdbe5Oi3XXuC,0.333,0.994,0.0201,0.935,4,0.0591,-25.091,1,0.0432,71.513,4,0.0353,1,calm
599,spotify:track:1CIhwX643NNdIHd4k6iNua,0.195,0.988,0.0161,0.928,1,0.113,-30.604,1,0.0477,75.178,5,0.0399,1,calm
600,spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,0.398,0.616,0.286,0.000146,7,0.0912,-11.881,1,0.033,78.262,4,0.0666,2,sad
601,spotify:track:0S2oEFG1YXzYsIwBmu4G6X,0.593,0.719,0.423,0.0344,8,0.0612,-6.271,1,0.0379,82.01,4,0.16,2,sad
602,spotify:track:7IFljHrNv61zVxmHCa8aGJ,0.458,0.84,0.13,0.896,7,0.177,-15.132,1,0.0333,135.925,4,0.0395,2,sad
603,spotify:track:2NeM9rfWo70KQej9GxeaoL,0.608,0.854,0.358,0.0186,0,0.113,-10.018,0,0.0253,103.94,4,0.365,2,sad
604,spotify:track:1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.768,0.328,2.50E-05,11,0.103,-8.284,1,0.029,74.953,4,0.389,2,sad
605,spotify:track:2xlV2CuWgpPyE9e0GquKDN,0.436,0.588,0.473,4.35E-05,1,0.103,-7.24,1,0.0307,108.906,4,0.242,2,sad
606,spotify:track:0Uon5NsSAkBDx69XYOaQ5P,0.618,0.883,0.37,0,10,0.123,-10.5,1,0.0543,114.26,4,0.433,2,sad
607,spotify:track:1eKvw144NYPlDjR0wQoGLW,0.554,0.892,0.225,0.0321,3,0.107,-11.324,1,0.0281,104.007,4,0.221,2,sad
608,spotify:track:1UigUkLa6PNiHZPuh16Q22,0.642,0.912,0.232,7.91E-05,2,0.108,-13.378,0,0.0388,113.884,4,0.111,2,sad
609,spotify:track:7qH9Z4dJEN0l9bidizW7fq,0.457,0.805,0.407,0.884,9,0.126,-11.475,1,0.0308,117.053,4,0.126,2,sad
610,spotify:track:5PzWVmfzu7rePAuFkxPQf0,0.233,0.982,0.15,0.36,1,0.154,-11.736,1,0.0336,143.887,3,0.0875,2,sad
611,spotify:track:7LsJd6JUzWy3SUvy33g6yQ,0.63,0.8,0.337,0,4,0.12,-7.653,1,0.0347,113.724,4,0.231,2,sad
612,spotify:track:3R8YZSqMrMEY2Axj8A8LZo,0.464,0.526,0.413,0,11,0.156,-9.381,0,0.0721,95.329,4,0.304,2,sad
613,spotify:track:136J2Jkg8sG7P5wilO9P1R,0.5,0.87,0.156,0,1,0.125,-11.472,1,0.0469,173.794,4,0.405,2,sad
614,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,0.298,0.778,0.38,5.62E-05,6,0.11,-8.426,1,0.0287,75.602,4,0.152,2,sad
615,spotify:track:555CH6CnGJRqO37pqA30vW,0.455,0.761,0.296,0,2,0.0783,-8.513,1,0.0399,171.744,4,0.31,2,sad
616,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,0.567,0.839,0.267,1.46E-06,4,0.089,-6.502,1,0.0299,110.011,4,0.0592,2,sad
617,spotify:track:5E5BBp63ENr6ypo773Ilbw,0.485,0.779,0.22,0.00267,4,0.116,-15.074,1,0.0306,143.957,4,0.155,2,sad
618,spotify:track:4nyF5lmSziBAt7ESAUjpbx,0.445,0.731,0.455,1.47E-06,7,0.124,-6.405,1,0.0575,109.885,5,0.151,2,sad
619,spotify:track:401MfYscl2EMF4nDbnbG0K,0.172,0.687,0.409,6.80E-05,9,0.103,-8.668,1,0.0324,83.914,4,0.0607,2,sad
620,spotify:track:7CoMBpPTwQi2wPT0U0Nr9b,0.509,0.959,0.31,0.229,9,0.0963,-10.623,1,0.0313,137.474,3,0.151,2,sad
621,spotify:track:1UHATOi2uLeTk3UHKBwR30,0.51,0.882,0.184,8.27E-05,0,0.111,-15.293,1,0.0577,119.791,4,0.217,2,sad
622,spotify:track:1tg28JiXBuaUj5bZ8Ppuum,0.281,0.926,0.139,0,4,0.099,-8.97,1,0.0421,63.473,4,0.0467,2,sad
623,spotify:track:7CXBhqBSbHNgecVX6aguUp,0.631,0.0405,0.364,1.61E-05,4,0.0859,-10.811,1,0.042,135.205,4,0.29,2,sad
624,spotify:track:09u83MhCa0V6kmxXCrcHSj,0.601,0.21,0.415,0.148,5,0.246,-12.358,0,0.202,94.946,4,0.557,2,sad
625,spotify:track:21dpBHPTV7ythCHBI6Slcw,0.405,0.881,0.279,0,10,0.0933,-8.099,1,0.0334,119.85,4,0.256,2,sad
626,spotify:track:5kcvBnt6DPX3AMEsCx1qDh,0.501,0.885,0.167,0,1,0.111,-14.061,1,0.0484,112.275,3,0.356,2,sad
627,spotify:track:0j1Ia2lQWrcXrQZI4AdJlk,0.648,0.886,0.308,0.0774,1,0.124,-11.729,1,0.04,76.997,1,0.198,2,sad
628,spotify:track:7KhzNtBj6hmB08fyJCIRb3,0.624,0.941,0.115,3.47E-05,6,0.11,-17.139,1,0.0446,120.198,4,0.287,2,sad
629,spotify:track:1nYzjrdVQ8RpF93M0jPFW7,0.679,0.585,0.61,9.51E-05,7,0.156,-10.936,0,0.0305,123.978,4,0.554,2,sad
630,spotify:track:4N2LGoEJi3aGDgEAnsjtBz,0.508,0.664,0.404,0,10,0.104,-11.092,1,0.0788,81.713,4,0.129,2,sad
631,spotify:track:4CxFN5zON70B3VOPBYbd6P,0.561,0.913,0.0848,2.62E-05,2,0.112,-15.099,1,0.0404,102.128,4,0.206,2,sad
632,spotify:track:58qX77t2VWMWcycsh9zKLc,0.535,0.771,0.359,0,2,0.111,-9.343,1,0.0607,154.163,4,0.488,2,sad
633,spotify:track:0BB8adTPSIZedvDapPJ2Bs,0.485,0.847,0.139,0,0,0.11,-12.416,1,0.0663,151.322,3,0.236,2,sad
634,spotify:track:12OLyHDxt6dqlAybSPFBK3,0.646,0.873,0.355,0,1,0.115,-7.119,1,0.0263,84.988,4,0.364,2,sad
635,spotify:track:3pt2acuxLXvIGproniPoq9,0.692,0.967,0.107,0,2,0.302,-16.182,1,0.0463,123.999,4,0.377,2,sad
636,spotify:track:3CvfUOkWsfTr7ZIjl6D9Uk,0.666,0.907,0.265,0,1,0.123,-12.129,1,0.166,85.335,4,0.332,2,sad
637,spotify:track:0CwLue2qwkPcQpovNGNtVx,0.475,0.853,0.0989,0,10,0.271,-9.55,1,0.0474,133.713,4,0.3,2,sad
638,spotify:track:5tlMPoBvqEWIV8XOyM6Zcd,0.602,0.849,0.528,4.10E-06,3,0.128,-7.709,0,0.0304,149.951,4,0.322,2,sad
639,spotify:track:55Am8neGJkdj2ADaM3aw5H,0.311,0.701,0.485,0,6,0.0726,-5.726,0,0.0365,77.355,4,0.225,2,sad
640,spotify:track:7sTDqaGUr9NM8NHQ5SNHi1,0.621,0.968,0.108,1.67E-05,10,0.137,-15.399,1,0.0493,129.285,4,0.204,2,sad
641,spotify:track:4g2WiijzSKzH8PApKDbadN,0.415,0.955,0.104,3.79E-06,0,0.104,-11.83,1,0.0426,82.006,3,0.18,2,sad
642,spotify:track:2QFyOnJfJ49OnNgMvKXvTM,0.404,0.964,0.0182,0.00037,2,0.108,-20.969,1,0.0414,109.107,4,0.114,2,sad
643,spotify:track:3HzYJ6LKguK3Gj8qJCDBXZ,0.264,0.889,0.247,1.45E-05,11,0.109,-9.251,0,0.0317,73.26,3,0.198,2,sad
644,spotify:track:0aIW3ekrhK1eh3BYCh11op,0.543,0.824,0.333,3.87E-06,7,0.168,-9.355,0,0.0272,109.789,4,0.261,2,sad
645,spotify:track:1aEsTgCsv8nOjEgyEoRCpS,0.441,0.732,0.202,2.60E-05,7,0.126,-12.499,1,0.0381,77.971,4,0.269,2,sad
646,spotify:track:0D2xguFRqCF0OUqXCkqrpU,0.407,0.845,0.317,2.66E-06,10,0.139,-7.895,1,0.0429,81.899,4,0.216,2,sad
647,spotify:track:1ugQtcwmKOXvKAYzhjncmv,0.507,0.855,0.204,0,0,0.143,-11.575,1,0.0504,77.765,4,0.343,2,sad
648,spotify:track:3JE04xcSOB8zuUzzazuaDj,0.495,0.53,0.351,0,1,0.104,-11.966,1,0.0626,83.365,4,0.237,2,sad
649,spotify:track:6vZ5PQYC2ZNRo9gqhL9RJc,0.502,0.613,0.444,0,6,0.103,-7.294,1,0.116,157.604,4,0.196,2,sad
650,spotify:track:7KKamdf8oLVz1eFcNRjvnq,0.563,0.748,0.382,0,10,0.0714,-11.138,1,0.0404,120.802,4,0.197,2,sad
651,spotify:track:0zTomYmruAoJuSOSuEEcfq,0.371,0.923,0.183,3.00E-05,0,0.335,-11.886,1,0.0816,64.142,4,0.187,2,sad
652,spotify:track:7gGBgh0bVxHPgZjA505bo9,0.402,0.907,0.151,0,4,0.0941,-14.228,0,0.04,144.069,4,0.489,2,sad
653,spotify:track:1uviKYHZuM4uINK33F7sCt,0.493,0.845,0.461,0,2,0.115,-8.524,1,0.0456,51.414,4,0.35,2,sad
654,spotify:track:5WtfUKzXircvW8l5aaVZWT,0.516,0.662,0.467,0,0,0.0853,-6.184,1,0.0302,132.861,4,0.386,2,sad
655,spotify:track:1vjQHBoJWpQ3rAPRDVjrxA,0.603,0.77,0.297,0,1,0.107,-8.525,1,0.0275,86.95,4,0.29,2,sad
656,spotify:track:1o2E5CwlBWuVElc41EqOSU,0.716,0.746,0.316,0,1,0.104,-6.902,0,0.0505,73.037,4,0.243,2,sad
657,spotify:track:6sHxpnCerm9M6A5zaFFNfs,0.317,0.039,0.545,0,11,0.116,-6.439,0,0.0469,139.014,5,0.14,2,sad
658,spotify:track:5elofKuRmgZmCVImWT6JtE,0.584,0.247,0.454,0,1,0.151,-6.372,1,0.0301,86.102,4,0.253,2,sad
659,spotify:track:2FkbeqpCrjjDdVH1SZgDo6,0.434,0.451,0.637,0,5,0.112,-6.85,0,0.0613,141.869,4,0.1,2,sad
660,spotify:track:5wANPM4fQCJwkGd4rN57mH,0.561,0.768,0.431,1.42E-05,10,0.106,-8.81,1,0.0578,143.875,4,0.137,2,sad
661,spotify:track:4SeZpWSgq1c8a0MY3iVy1f,0.55,0.879,0.448,0,11,0.0734,-7.382,1,0.0314,99.713,4,0.49,2,sad
662,spotify:track:6hjh2phISvfR1Ib6S0FK7b,0.691,0.951,0.0682,0,5,0.0916,-18.186,1,0.0645,76.94,4,0.352,2,sad
663,spotify:track:2d41Jt4R1j5BhvtC9UsmGf,0.651,0.727,0.376,0,2,0.111,-6.232,1,0.0284,127.957,4,0.128,2,sad
664,spotify:track:6r2JV75tE0vNgNCv4HKsBC,0.583,0.933,0.075,1.40E-06,5,0.111,-15.843,1,0.0726,108.418,4,0.347,2,sad
665,spotify:track:0lQaP3ttoUjMprcvRu3yeI,0.691,0.356,0.452,0,11,0.308,-8.026,1,0.0472,112.966,4,0.55,2,sad
666,spotify:track:5FwlCxV2Q4xjTywLsD3Kxe,0.65,0.742,0.156,0,7,0.126,-10.686,1,0.0338,133.919,4,0.243,2,sad
667,spotify:track:2wfuK8f77bybu2MWiQ5Evn,0.687,0.889,0.2,1.27E-06,7,0.122,-13.241,1,0.0317,134.993,4,0.244,2,sad
668,spotify:track:1J5Vc7uzVstxzSt1A6LGzW,0.528,0.797,0.431,0,4,0.0999,-7.09,1,0.0394,108.939,4,0.549,2,sad
669,spotify:track:30v7rEW9IxK6vKazftgjio,0.65,0.403,0.324,0,7,0.131,-9.582,0,0.0445,121.933,4,0.228,2,sad
670,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,0.464,0.866,0.473,0,1,0.109,-10.086,1,0.129,75.801,4,0.604,2,sad
671,spotify:track:0fPJsVtCOXqjHxKS9kc13s,0.471,0.828,0.457,0.000105,0,0.144,-6.852,0,0.0278,139.904,4,0.216,2,sad
672,spotify:track:2Hyctbbu32vH8L4kJfVi0O,0.728,0.462,0.334,7.81E-06,3,0.115,-10.605,1,0.0332,118.034,4,0.401,2,sad
673,spotify:track:6c1MgHPPSxYnBCA2PbJEUN,0.69,0.61,0.361,4.55E-05,5,0.139,-6.428,1,0.0376,147.731,4,0.264,2,sad
674,spotify:track:2AHKsVXN6BjBO8SEVX6cBC,0.481,0.956,0.0759,0,6,0.154,-14.2,1,0.0601,98.979,4,0.234,2,sad
675,spotify:track:35JqhVvhuyBoPLLUY8Klqd,0.316,0.854,0.237,8.30E-06,1,0.117,-9.25,1,0.0353,93.177,1,0.237,2,sad
676,spotify:track:3ZY1udNwoRQ8yHm3sYY4XN,0.592,0.665,0.469,0.000154,1,0.106,-8.154,1,0.0396,158.954,4,0.345,2,sad
677,spotify:track:0oT1Ypt6P1kqOG0oEJgC3v,0.445,0.856,0.247,0,2,0.0704,-11.783,1,0.05,113.245,4,0.199,2,sad
678,spotify:track:4Gyo5XZzmZawnpqaRRedKu,0.458,0.906,0.13,0,11,0.152,-14.575,1,0.0807,162.487,3,0.333,2,sad
679,spotify:track:1ydKLmtx7LYnDe1udTu96w,0.653,0.847,0.0584,0.000361,4,0.175,-21.98,1,0.0442,122.057,4,0.163,2,sad
680,spotify:track:1NxHgM5nOnmqi3KUVLbaIw,0.409,0.65,0.446,0,2,0.0862,-4.836,1,0.0317,75.638,4,0.135,2,sad
681,spotify:track:1JdBLsTQ91qCAeABpw2hPK,0.459,0.891,0.274,1.89E-06,1,0.212,-10.657,1,0.0411,92.905,4,0.401,2,sad
682,spotify:track:3CRtbOoAP82y0VbPO5j1ft,0.515,0.842,0.27,0,10,0.114,-9.935,1,0.0357,120.483,4,0.234,2,sad
683,spotify:track:1MhXdlCQPnO56T57MfmaRm,0.458,0.0965,0.561,0,10,0.156,-4.819,1,0.0269,149.875,3,0.206,2,sad
684,spotify:track:754zNJgoWQaGETFzSYVlmC,0.478,0.688,0.339,0,4,0.104,-7.355,1,0.0544,145.441,4,0.288,2,sad
685,spotify:track:1is8gU4RVcN4J8xItxWoOY,0.422,0.877,0.34,1.77E-05,0,0.149,-6.577,1,0.0351,77.213,4,0.223,2,sad
686,spotify:track:32zCAMtxlehzVD0YOVzVkz,0.53,0.841,0.271,0,11,0.103,-9.847,1,0.0491,101.796,4,0.392,2,sad
